ensembl_gene_id	external_gene_name	gene_biotype	description
FBgn0262146	MtnE	protein_coding	Metallothionein E [Source:FlyBase gene name;Acc:FBgn0262146]
FBgn0250844	CG4218	protein_coding	
FBgn0263006	Ca-P60A	protein_coding	Calcium ATPase at 60A [Source:FlyBase gene name;Acc:FBgn0263006]
FBgn0039883	RhoGAP100F	protein_coding	Rho GTPase activating protein at 100F [Source:FlyBase gene name;Acc:FBgn0039883]
FBgn0036104	CG6418	protein_coding	
FBgn0037950	HisCl1	protein_coding	Histamine-gated chloride channel subunit 1 [Source:FlyBase gene name;Acc:FBgn0037950]
FBgn0030628	CG9114	protein_coding	
FBgn0035825	CG8111	protein_coding	
FBgn0052069	CG32069	protein_coding	
FBgn0033017	CG10465	protein_coding	
FBgn0032376	Tsp33B	protein_coding	Tetraspanin 33B [Source:FlyBase gene name;Acc:FBgn0032376]
FBgn0037126	CG14567	protein_coding	
FBgn0013762	Cdk5	protein_coding	Cyclin-dependent kinase 5 [Source:FlyBase gene name;Acc:FBgn0013762]
FBgn0015400	kek2	protein_coding	kekkon-2 [Source:FlyBase gene name;Acc:FBgn0015400]
FBgn0029891	Pink1	protein_coding	PTEN-induced putative kinase 1 [Source:FlyBase gene name;Acc:FBgn0029891]
FBgn0050285	CG30285	protein_coding	
FBgn0052364	CG32364	protein_coding	
FBgn0013720	pck	protein_coding	pickel [Source:FlyBase gene name;Acc:FBgn0013720]
FBgn0259958	Sfp24F	protein_coding	Seminal fluid protein 24F [Source:FlyBase gene name;Acc:FBgn0259958]
FBgn0040383	CG5254	protein_coding	
FBgn0038134	wntD	protein_coding	wnt inhibitor of Dorsal [Source:FlyBase gene name;Acc:FBgn0038134]
FBgn0031998	SLC5A11	protein_coding	Sodium/solute co-transporter-like 5A11 [Source:FlyBase gene name;Acc:FBgn0031998]
FBgn0028573	prc	protein_coding	pericardin [Source:FlyBase gene name;Acc:FBgn0028573]
FBgn0033224	Nop17l	protein_coding	Nop17 like [Source:FlyBase gene name;Acc:FBgn0033224]
FBgn0028691	Rpn9	protein_coding	Regulatory particle non-ATPase 9 [Source:FlyBase gene name;Acc:FBgn0028691]
FBgn0004055	uzip	protein_coding	unzipped [Source:FlyBase gene name;Acc:FBgn0004055]
FBgn0011829	Ret	protein_coding	Ret oncogene [Source:FlyBase gene name;Acc:FBgn0011829]
FBgn0051664	CG31664	protein_coding	
FBgn0031902	Wnt6	protein_coding	Wnt oncogene analog 6 [Source:FlyBase gene name;Acc:FBgn0031902]
FBgn0085320	CG34291	protein_coding	
FBgn0036484	Pex3	protein_coding	Peroxin 3 [Source:FlyBase gene name;Acc:FBgn0036484]
FBgn0028473	Non1	protein_coding	Novel nucleolar protein 1 [Source:FlyBase gene name;Acc:FBgn0028473]
FBgn0260762	CG42560	protein_coding	
FBgn0053145	CG33145	protein_coding	
FBgn0051874	CG31874	protein_coding	
FBgn0037690	Task7	protein_coding	TWIK-related acid-sensitive K[+] channel 7 [Source:FlyBase gene name;Acc:FBgn0037690]
FBgn0039343	CG5111	protein_coding	
FBgn0262468	vib	protein_coding	vibrator [Source:FlyBase gene name;Acc:FBgn0262468]
FBgn0053120	CG33120	protein_coding	
FBgn0032788	CG13084	protein_coding	
FBgn0265174	PIG-V	protein_coding	Phosphatidylinositol glycan anchor biosynthesis, class V ortholog (H. sapiens) [Source:FlyBase gene name;Acc:FBgn0265174]
FBgn0004175	Mst84Dd	protein_coding	Male-specific RNA 84Dd [Source:FlyBase gene name;Acc:FBgn0004175]
FBgn0261859	CG42788	protein_coding	
FBgn0034402	CG15084	protein_coding	
FBgn0036829	Ir75d	protein_coding	Ionotropic receptor 75d [Source:FlyBase gene name;Acc:FBgn0036829]
FBgn0263257	Cngl	protein_coding	Cyclic nucleotide-gated ion channel-like [Source:FlyBase gene name;Acc:FBgn0263257]
FBgn0011661	Moe	protein_coding	Moesin [Source:FlyBase gene name;Acc:FBgn0011661]
FBgn0028690	Rpn5	protein_coding	Regulatory particle non-ATPase 5 [Source:FlyBase gene name;Acc:FBgn0028690]
FBgn0034144	CG5089	protein_coding	
FBgn0043536	Obp57d	protein_coding	Odorant-binding protein 57d [Source:FlyBase gene name;Acc:FBgn0043536]
FBgn0031815	frj	protein_coding	farjavit [Source:FlyBase gene name;Acc:FBgn0031815]
FBgn0038156	CG14372	protein_coding	
FBgn0033233	Kdm4A	protein_coding	Histone demethylase 4A [Source:FlyBase gene name;Acc:FBgn0033233]
FBgn0015774	NetB	protein_coding	Netrin-B [Source:FlyBase gene name;Acc:FBgn0015774]
FBgn0028704	Nckx30C	protein_coding	Nckx30C [Source:FlyBase gene name;Acc:FBgn0028704]
FBgn0033636	tou	protein_coding	toutatis [Source:FlyBase gene name;Acc:FBgn0033636]
FBgn0037312	CG11999	protein_coding	
FBgn0051910	CG31910	protein_coding	
FBgn0034447	CG7744	protein_coding	
FBgn0038131	CG15888	protein_coding	
FBgn0034072	Dg	protein_coding	Dystroglycan [Source:FlyBase gene name;Acc:FBgn0034072]
FBgn0035260	CG7991	protein_coding	
FBgn0263846	CG43707	protein_coding	
FBgn0035397	CG11486	protein_coding	
FBgn0011787	mRpL12	protein_coding	mitochondrial ribosomal protein L12 [Source:FlyBase gene name;Acc:FBgn0011787]
FBgn0033753	Cyp301a1	protein_coding	Cyp301a1 [Source:FlyBase gene name;Acc:FBgn0033753]
FBgn0036597	CG4962	protein_coding	
FBgn0031372	CG7295	protein_coding	
FBgn0035402	CG12082	protein_coding	
FBgn0051230	CG31230	protein_coding	
FBgn0039749	CG11498	protein_coding	
FBgn0002932	neur	protein_coding	neuralized [Source:FlyBase gene name;Acc:FBgn0002932]
FBgn0040877	CG12994	protein_coding	
FBgn0004797	mdy	protein_coding	midway [Source:FlyBase gene name;Acc:FBgn0004797]
FBgn0035710	SP1173	protein_coding	SP1173 [Source:FlyBase gene name;Acc:FBgn0035710]
FBgn0003651	svp	protein_coding	seven up [Source:FlyBase gene name;Acc:FBgn0003651]
FBgn0022943	Cbp20	protein_coding	cap binding protein 20 [Source:FlyBase gene name;Acc:FBgn0022943]
FBgn0031879	uif	protein_coding	uninflatable [Source:FlyBase gene name;Acc:FBgn0031879]
FBgn0053225	CG33225	protein_coding	
FBgn0050421	CG30421	protein_coding	
FBgn0052675	Tango5	protein_coding	Transport and Golgi organization 5 [Source:FlyBase gene name;Acc:FBgn0052675]
FBgn0050042	Cpr49Ab	protein_coding	Cuticular protein 49Ab [Source:FlyBase gene name;Acc:FBgn0050042]
FBgn0036919	Grasp65	protein_coding	Grasp65 [Source:FlyBase gene name;Acc:FBgn0036919]
FBgn0033581	CG12391	protein_coding	
FBgn0038739	CG4686	protein_coding	
FBgn0002121	l(2)gl	protein_coding	lethal (2) giant larvae [Source:FlyBase gene name;Acc:FBgn0002121]
FBgn0003268	rod	protein_coding	rough deal [Source:FlyBase gene name;Acc:FBgn0003268]
FBgn0011692	pav	protein_coding	pavarotti [Source:FlyBase gene name;Acc:FBgn0011692]
FBgn0031379	CG7289	protein_coding	
FBgn0029838	CG4666	protein_coding	
FBgn0011288	Snap25	protein_coding	Synaptosomal-associated protein 25kDa [Source:FlyBase gene name;Acc:FBgn0011288]
FBgn0025802	Sbf	protein_coding	SET domain binding factor [Source:FlyBase gene name;Acc:FBgn0025802]
FBgn0029642	CG3592	protein_coding	
FBgn0038732	CG11391	protein_coding	
FBgn0030793	CG9125	protein_coding	
FBgn0039092	CG16723	protein_coding	
FBgn0029811	Cpr5C	protein_coding	Cuticular protein 5C [Source:FlyBase gene name;Acc:FBgn0029811]
FBgn0036169	Fuca	protein_coding	alpha-L-fucosidase [Source:FlyBase gene name;Acc:FBgn0036169]
FBgn0036474	Or71a	protein_coding	Odorant receptor 71a [Source:FlyBase gene name;Acc:FBgn0036474]
FBgn0037955	CG6950	protein_coding	
FBgn0035249	CG17249	protein_coding	
FBgn0261997	CG42815	protein_coding	
FBgn0034503	MED8	protein_coding	Mediator complex subunit 8 [Source:FlyBase gene name;Acc:FBgn0034503]
FBgn0087040	alphaTub67C	protein_coding	alpha-Tubulin at 67C [Source:FlyBase gene name;Acc:FBgn0087040]
FBgn0017577	Mcm5	protein_coding	Minichromosome maintenance 5 [Source:FlyBase gene name;Acc:FBgn0017577]
FBgn0024986	CG3719	protein_coding	
FBgn0037432	CG10298	protein_coding	
FBgn0040648	CG11666	protein_coding	
FBgn0263354	CG42784	protein_coding	
FBgn0039188	Golgin84	protein_coding	Golgin-84 ortholog (H. sapiens) [Source:FlyBase gene name;Acc:FBgn0039188]
FBgn0023528	CG2924	protein_coding	
FBgn0040252	Ugt86Dh	protein_coding	Ugt86Dh [Source:FlyBase gene name;Acc:FBgn0040252]
FBgn0002441	l(3)mbt	protein_coding	lethal (3) malignant brain tumor [Source:FlyBase gene name;Acc:FBgn0002441]
FBgn0040993	CG17325	protein_coding	
FBgn0021847	l(2)k14710	protein_coding	lethal (2) k14710 [Source:FlyBase gene name;Acc:FBgn0021847]
FBgn0027605	Vps4	protein_coding	Vacuolar protein sorting 4 [Source:FlyBase gene name;Acc:FBgn0027605]
FBgn0039463	CG18472	protein_coding	
FBgn0038704	CG5316	protein_coding	
FBgn0003048	pcx	protein_coding	pecanex [Source:FlyBase gene name;Acc:FBgn0003048]
FBgn0086906	sls	protein_coding	sallimus [Source:FlyBase gene name;Acc:FBgn0086906]
FBgn0030892	CG7206	protein_coding	
FBgn0030160	CG9691	protein_coding	
FBgn0263005	CG43313	protein_coding	
FBgn0036294	CG10654	protein_coding	
FBgn0034217	Lhr	protein_coding	Lethal hybrid rescue [Source:FlyBase gene name;Acc:FBgn0034217]
FBgn0261611	CG42700	protein_coding	
FBgn0035600	CG4769	protein_coding	
FBgn0264000	GluRIB	protein_coding	Glutamate receptor IB [Source:FlyBase gene name;Acc:FBgn0264000]
FBgn0034142	CG8306	protein_coding	
FBgn0053454	CG33454	protein_coding	
FBgn0003862	trx	protein_coding	trithorax [Source:FlyBase gene name;Acc:FBgn0003862]
FBgn0267490	Mst77Y-4	protein_coding	Male-specific transcript 77Y 4 [Source:FlyBase gene name;Acc:FBgn0267490]
FBgn0085253	CG34224	protein_coding	
FBgn0040733	CG15068	protein_coding	
FBgn0039994	conu	protein_coding	conundrum [Source:FlyBase gene name;Acc:FBgn0039994]
FBgn0267339	p38c	protein_coding	p38c MAP kinase [Source:FlyBase gene name;Acc:FBgn0267339]
FBgn0000529	bsh	protein_coding	brain-specific homeobox [Source:FlyBase gene name;Acc:FBgn0000529]
FBgn0035947	Srp68	protein_coding	Signal recognition particle protein 68 [Source:FlyBase gene name;Acc:FBgn0035947]
FBgn0030620	CG5662	protein_coding	
FBgn0038740	CG4562	protein_coding	
FBgn0243513	cnir	protein_coding	cornichon related [Source:FlyBase gene name;Acc:FBgn0243513]
FBgn0262613	CG43139	protein_coding	
FBgn0003358	Jon99Ci	protein_coding	Jonah 99Ci [Source:FlyBase gene name;Acc:FBgn0003358]
FBgn0034793	asrij	protein_coding	asrij [Source:FlyBase gene name;Acc:FBgn0034793]
FBgn0035335	mRpL23	protein_coding	mitochondrial ribosomal protein L23 [Source:FlyBase gene name;Acc:FBgn0035335]
FBgn0002563	Lsp1beta	protein_coding	Larval serum protein 1 beta [Source:FlyBase gene name;Acc:FBgn0002563]
FBgn0085487	CG34458	protein_coding	
FBgn0032400	CG6770	protein_coding	
FBgn0032250	holn1	protein_coding	hole-in-one [Source:FlyBase gene name;Acc:FBgn0032250]
FBgn0038143	CG9813	protein_coding	
FBgn0037230	CG9780	protein_coding	
FBgn0036948	CG7298	protein_coding	
FBgn0050471	CG30471	protein_coding	
FBgn0034049	bdg	protein_coding	bedraggled [Source:FlyBase gene name;Acc:FBgn0034049]
FBgn0002772	Mlc1	protein_coding	Myosin alkali light chain 1 [Source:FlyBase gene name;Acc:FBgn0002772]
FBgn0029825	CG12728	protein_coding	
FBgn0031613	HP6	protein_coding	Heterochromatin protein 6 [Source:FlyBase gene name;Acc:FBgn0031613]
FBgn0044047	Ilp6	protein_coding	Insulin-like peptide 6 [Source:FlyBase gene name;Acc:FBgn0044047]
FBgn0259964	Sfp33A3	protein_coding	Seminal fluid protein 33A3 [Source:FlyBase gene name;Acc:FBgn0259964]
FBgn0259978	vlc	protein_coding	vulcan [Source:FlyBase gene name;Acc:FBgn0259978]
FBgn0033322	CG8584	protein_coding	
FBgn0029986	CG15332	protein_coding	
FBgn0038526	CG14327	protein_coding	
FBgn0032724	CG10428	protein_coding	
FBgn0262962	CG43273	protein_coding	
FBgn0037849	CG4596	protein_coding	
FBgn0011570	cpb	protein_coding	capping protein beta [Source:FlyBase gene name;Acc:FBgn0011570]
FBgn0086695	hd	protein_coding	humpty dumpty [Source:FlyBase gene name;Acc:FBgn0086695]
FBgn0032002	CG8353	protein_coding	
FBgn0027490	D12	protein_coding	D12 [Source:FlyBase gene name;Acc:FBgn0027490]
FBgn0038029	GstD11	protein_coding	Glutathione S transferase D11 [Source:FlyBase gene name;Acc:FBgn0038029]
FBgn0033158	CG12164	protein_coding	
FBgn0030945	Ing3	protein_coding	Ing3 [Source:FlyBase gene name;Acc:FBgn0030945]
FBgn0085225	CG34196	protein_coding	
FBgn0053926	CG33926	protein_coding	
FBgn0033090	CG15909	protein_coding	
FBgn0265192	Snp	protein_coding	Snipper [Source:FlyBase gene name;Acc:FBgn0265192]
FBgn0010315	CycD	protein_coding	Cyclin D [Source:FlyBase gene name;Acc:FBgn0010315]
FBgn0031854	TTLL3A	protein_coding	Tubulin tyrosine ligase-like 3A [Source:FlyBase gene name;Acc:FBgn0031854]
FBgn0031479	Prx6005	protein_coding	Peroxiredoxin 6005 [Source:FlyBase gene name;Acc:FBgn0031479]
FBgn0033656	S2P	protein_coding	site-2 protease [Source:FlyBase gene name;Acc:FBgn0033656]
FBgn0035087	CG2765	protein_coding	
FBgn0038915	CG17819	protein_coding	
FBgn0016131	Cdk4	protein_coding	Cyclin-dependent kinase 4 [Source:FlyBase gene name;Acc:FBgn0016131]
FBgn0053643	CG33643	protein_coding	
FBgn0037895	CG6723	protein_coding	
FBgn0015589	Apc	protein_coding	APC-like [Source:FlyBase gene name;Acc:FBgn0015589]
FBgn0259969	Sfp65A	protein_coding	Seminal fluid protein 65A [Source:FlyBase gene name;Acc:FBgn0259969]
FBgn0036974	eRF1	protein_coding	eukaryotic release factor 1 [Source:FlyBase gene name;Acc:FBgn0036974]
FBgn0033903	CG8323	protein_coding	
FBgn0036610	CG13058	protein_coding	
FBgn0040507	ACXD	protein_coding	ACXD [Source:FlyBase gene name;Acc:FBgn0040507]
FBgn0261986	RASSF8	protein_coding	
FBgn0032863	Cdc23	protein_coding	Cell division cycle 23 ortholog [Source:FlyBase gene name;Acc:FBgn0032863]
FBgn0029834	CG5937	protein_coding	
FBgn0026602	Ady43A	protein_coding	Ady43A [Source:FlyBase gene name;Acc:FBgn0026602]
FBgn0031996	CG8460	protein_coding	
FBgn0036108	Cpr67Fa1	protein_coding	Cuticular protein 67Fa1 [Source:FlyBase gene name;Acc:FBgn0036108]
FBgn0261258	rgn	protein_coding	regeneration [Source:FlyBase gene name;Acc:FBgn0261258]
FBgn0004607	zfh2	protein_coding	Zn finger homeodomain 2 [Source:FlyBase gene name;Acc:FBgn0004607]
FBgn0034769	Obp58c	protein_coding	Odorant-binding protein 58c [Source:FlyBase gene name;Acc:FBgn0034769]
FBgn0053348	CheB42a	protein_coding	Chemosensory protein B 42a [Source:FlyBase gene name;Acc:FBgn0053348]
FBgn0035036	CG4707	protein_coding	
FBgn0035069	CG3611	protein_coding	
FBgn0030061	CG1785	protein_coding	
FBgn0040393	CG14265	protein_coding	
FBgn0053887	His4:CG33887	protein_coding	His4:CG33887 [Source:FlyBase gene name;Acc:FBgn0053887]
FBgn0065109	ppk11	protein_coding	pickpocket 11 [Source:FlyBase gene name;Acc:FBgn0065109]
FBgn0036851	CG14082	protein_coding	
FBgn0264086	CG43755	protein_coding	
FBgn0039050	CG17110	protein_coding	
FBgn0029993	CG1571	protein_coding	
FBgn0020766	Aats-phe	protein_coding	Phenylalanyl-tRNA synthetase [Source:FlyBase gene name;Acc:FBgn0020766]
FBgn0085477	CG34448	protein_coding	
FBgn0032136	Apoltp	protein_coding	Apolipoprotein lipid transfer particle [Source:FlyBase gene name;Acc:FBgn0032136]
FBgn0039374	CG17770	protein_coding	
FBgn0029820	CG16721	protein_coding	
FBgn0050373	CG30373	protein_coding	
FBgn0265189	CG44254	protein_coding	
FBgn0025806	Rap2l	protein_coding	Ras-associated protein 2-like [Source:FlyBase gene name;Acc:FBgn0025806]
FBgn0000504	dsx	protein_coding	doublesex [Source:FlyBase gene name;Acc:FBgn0000504]
FBgn0262582	cic	protein_coding	capicua [Source:FlyBase gene name;Acc:FBgn0262582]
FBgn0034611	MFS16	protein_coding	Major Facilitator Superfamily Transporter 16 [Source:FlyBase gene name;Acc:FBgn0034611]
FBgn0036161	CG7551	protein_coding	
FBgn0038797	Dic2	protein_coding	Dicarboxylate carrier 2 [Source:FlyBase gene name;Acc:FBgn0038797]
FBgn0033555	RpS15Ab	protein_coding	Ribosomal protein S15Ab [Source:FlyBase gene name;Acc:FBgn0033555]
FBgn0051609	CG31609	protein_coding	
FBgn0025186	ari-2	protein_coding	ariadne 2 [Source:FlyBase gene name;Acc:FBgn0025186]
FBgn0033635	CG7777	protein_coding	
FBgn0039099	GILT2	protein_coding	Gamma-interferon-inducible lysosomal thiol reductase 2 [Source:FlyBase gene name;Acc:FBgn0039099]
FBgn0034975	enok	protein_coding	enoki mushroom [Source:FlyBase gene name;Acc:FBgn0034975]
FBgn0015323	VAChT	protein_coding	VAChT [Source:FlyBase gene name;Acc:FBgn0015323]
FBgn0259725	CG42379	protein_coding	
FBgn0003502	Btk29A	protein_coding	Btk family kinase at 29A [Source:FlyBase gene name;Acc:FBgn0003502]
FBgn0028895	CG17328	protein_coding	
FBgn0036770	Prestin	protein_coding	Prestin [Source:FlyBase gene name;Acc:FBgn0036770]
FBgn0038931	CG13407	protein_coding	
FBgn0051155	Rpb7	protein_coding	Rpb7 [Source:FlyBase gene name;Acc:FBgn0051155]
FBgn0032076	CG9510	protein_coding	
FBgn0033113	Spn42Dc	protein_coding	Serpin 42Dc [Source:FlyBase gene name;Acc:FBgn0033113]
FBgn0039254	Nmnat	protein_coding	Nicotinamide mononucleotide adenylyltransferase [Source:FlyBase gene name;Acc:FBgn0039254]
FBgn0015778	rin	protein_coding	rasputin [Source:FlyBase gene name;Acc:FBgn0015778]
FBgn0032857	CG10947	protein_coding	
FBgn0050101	CG30101	protein_coding	
FBgn0032181	CG13133	protein_coding	
FBgn0001098	Gdh	protein_coding	Glutamate dehydrogenase [Source:FlyBase gene name;Acc:FBgn0001098]
FBgn0030788	Sap30	protein_coding	SIN3-associated polypeptide 30 [Source:FlyBase gene name;Acc:FBgn0030788]
FBgn0262035	CG42846	protein_coding	
FBgn0085455	CG34426	protein_coding	
FBgn0028429	I-2	protein_coding	Inhibitor-2 [Source:FlyBase gene name;Acc:FBgn0028429]
FBgn0038102	CG14383	protein_coding	
FBgn0030759	CG13014	protein_coding	
FBgn0038365	CG9593	protein_coding	
FBgn0037391	CG2017	protein_coding	
FBgn0035929	CG13311	protein_coding	
FBgn0027348	bgm	protein_coding	bubblegum [Source:FlyBase gene name;Acc:FBgn0027348]
FBgn0051439	Muc96D	protein_coding	Mucin 96D [Source:FlyBase gene name;Acc:FBgn0051439]
FBgn0035737	Cpr65Ec	protein_coding	Cuticular protein 65Ec [Source:FlyBase gene name;Acc:FBgn0035737]
FBgn0036078	Or67c	protein_coding	Odorant receptor 67c [Source:FlyBase gene name;Acc:FBgn0036078]
FBgn0010411	RpS18	protein_coding	Ribosomal protein S18 [Source:FlyBase gene name;Acc:FBgn0010411]
FBgn0015622	Cnx99A	protein_coding	Calnexin 99A [Source:FlyBase gene name;Acc:FBgn0015622]
FBgn0263400	CG43446	protein_coding	
FBgn0040931	CG9034	protein_coding	
FBgn0030058	CG11294	protein_coding	
FBgn0034708	Vps35	protein_coding	Vacuolar protein sorting 35 [Source:FlyBase gene name;Acc:FBgn0034708]
FBgn0002774	mle	protein_coding	maleless [Source:FlyBase gene name;Acc:FBgn0002774]
FBgn0032643	CG6453	protein_coding	
FBgn0052163	CG32163	protein_coding	
FBgn0039427	CG5447	protein_coding	
FBgn0032085	CG9555	protein_coding	
FBgn0052792	ppk8	protein_coding	pickpocket 8 [Source:FlyBase gene name;Acc:FBgn0052792]
FBgn0004047	Yp3	protein_coding	Yolk protein 3 [Source:FlyBase gene name;Acc:FBgn0004047]
FBgn0035644	DNApol-epsilon58	protein_coding	DNA polymerase epsilon 58kD subunit [Source:FlyBase gene name;Acc:FBgn0035644]
FBgn0036134	fd68A	protein_coding	forkhead domain 68A [Source:FlyBase gene name;Acc:FBgn0036134]
FBgn0263289	scrib	protein_coding	scribbled [Source:FlyBase gene name;Acc:FBgn0263289]
FBgn0038925	Cchl	protein_coding	Cytochrome c heme lyase [Source:FlyBase gene name;Acc:FBgn0038925]
FBgn0037897	CG5270	protein_coding	
FBgn0267351	Topors	protein_coding	Topoisomerase I-interacting protein [Source:FlyBase gene name;Acc:FBgn0267351]
FBgn0032603	CG17928	protein_coding	
FBgn0036607	CG13059	protein_coding	
FBgn0038859	Obp93a	protein_coding	Odorant-binding protein 93a [Source:FlyBase gene name;Acc:FBgn0038859]
FBgn0034326	CG18540	protein_coding	
FBgn0038224	CG3321	protein_coding	
FBgn0023097	bon	protein_coding	bonus [Source:FlyBase gene name;Acc:FBgn0023097]
FBgn0039379	CG5886	protein_coding	
FBgn0053499	Sdic4	protein_coding	Sperm-specific dynein intermediate chain 4 [Source:FlyBase gene name;Acc:FBgn0053499]
FBgn0050485	CG30485	protein_coding	
FBgn0262024	CG42835	protein_coding	
FBgn0031436	CG3214	protein_coding	
FBgn0030711	Rrp47	protein_coding	
FBgn0030608	Lsd-2	protein_coding	Lipid storage droplet-2 [Source:FlyBase gene name;Acc:FBgn0030608]
FBgn0003086	Pig1	protein_coding	Pre-intermoult gene 1 [Source:FlyBase gene name;Acc:FBgn0003086]
FBgn0036588	CG13068	protein_coding	
FBgn0003714	tko	protein_coding	technical knockout [Source:FlyBase gene name;Acc:FBgn0003714]
FBgn0030941	wgn	protein_coding	wengen [Source:FlyBase gene name;Acc:FBgn0030941]
FBgn0032047	CG13088	protein_coding	
FBgn0003270	amos	protein_coding	absent MD neurons and olfactory sensilla [Source:FlyBase gene name;Acc:FBgn0003270]
FBgn0029924	CG4586	protein_coding	
FBgn0013308	Odc2	protein_coding	Ornithine decarboxylase 2 [Source:FlyBase gene name;Acc:FBgn0013308]
FBgn0034382	CG18609	protein_coding	
FBgn0261933	SmD1	protein_coding	Small ribonucleoprotein particle protein SmD1 [Source:FlyBase gene name;Acc:FBgn0261933]
FBgn0033669	PI31	protein_coding	
FBgn0035583	CG13704	protein_coding	
FBgn0038405	CG8927	protein_coding	
FBgn0039686	CG15506	protein_coding	
FBgn0024491	Bin1	protein_coding	Bicoid interacting protein 1 [Source:FlyBase gene name;Acc:FBgn0024491]
FBgn0033624	CG12384	protein_coding	
FBgn0015919	caup	protein_coding	caupolican [Source:FlyBase gene name;Acc:FBgn0015919]
FBgn0037578	CG9601	protein_coding	
FBgn0259099	DCX-EMAP	protein_coding	Doublecortin-domain-containing echinoderm-microtubule-associated protein ortholog [Source:FlyBase gene name;Acc:FBgn0259099]
FBgn0039081	Irk2	protein_coding	Inwardly rectifying potassium channel 2 [Source:FlyBase gene name;Acc:FBgn0039081]
FBgn0038056	CG5961	protein_coding	
FBgn0085306	CG34277	protein_coding	
FBgn0031492	CG3542	protein_coding	
FBgn0259984	kuz	protein_coding	kuzbanian [Source:FlyBase gene name;Acc:FBgn0259984]
FBgn0033247	Nup44A	protein_coding	Nucleoporin at 44A [Source:FlyBase gene name;Acc:FBgn0033247]
FBgn0028500	Rich	protein_coding	RIC1 homolog [Source:FlyBase gene name;Acc:FBgn0028500]
FBgn0031935	CG13793	protein_coding	
FBgn0029088	disp	protein_coding	dispatched [Source:FlyBase gene name;Acc:FBgn0029088]
FBgn0052984	CG32984	protein_coding	
FBgn0043002	Chrac-14	protein_coding	Chromatin accessibility complex 14kD protein [Source:FlyBase gene name;Acc:FBgn0043002]
FBgn0034363	CG5327	protein_coding	
FBgn0030615	Cyp4s3	protein_coding	Cyp4s3 [Source:FlyBase gene name;Acc:FBgn0030615]
FBgn0028886	CG15279	protein_coding	
FBgn0033588	CG13228	protein_coding	
FBgn0029095	aru	protein_coding	arouser [Source:FlyBase gene name;Acc:FBgn0029095]
FBgn0265356	tn	protein_coding	thin [Source:FlyBase gene name;Acc:FBgn0265356]
FBgn0032078	C1GalTA	protein_coding	Core 1 Galactosyltransferase A [Source:FlyBase gene name;Acc:FBgn0032078]
FBgn0030805	wus	protein_coding	wurst [Source:FlyBase gene name;Acc:FBgn0030805]
FBgn0026634	ldlCp	protein_coding	ldlCp-related protein [Source:FlyBase gene name;Acc:FBgn0026634]
FBgn0085279	CG34250	protein_coding	
FBgn0035867	CG13671	protein_coding	
FBgn0034293	CG14495	protein_coding	
FBgn0035622	CG10590	protein_coding	
FBgn0038203	Or88a	protein_coding	Odorant receptor 88a [Source:FlyBase gene name;Acc:FBgn0038203]
FBgn0034479	CG8654	protein_coding	
FBgn0045866	bai	protein_coding	baiser [Source:FlyBase gene name;Acc:FBgn0045866]
FBgn0053909	His4:CG33909	protein_coding	His4:CG33909 [Source:FlyBase gene name;Acc:FBgn0053909]
FBgn0050172	CG30172	protein_coding	
FBgn0053557	CG33557	protein_coding	
FBgn0264560	garz	protein_coding	gartenzwerg [Source:FlyBase gene name;Acc:FBgn0264560]
FBgn0052249	CG32249	protein_coding	
FBgn0038872	Nelf-A	protein_coding	Negative elongation factor A [Source:FlyBase gene name;Acc:FBgn0038872]
FBgn0002354	l(3)87Df	protein_coding	lethal (3) 87Df [Source:FlyBase gene name;Acc:FBgn0002354]
FBgn0085461	CG34432	protein_coding	
FBgn0052268	Drsl6	protein_coding	Drosomycin-like 6 [Source:FlyBase gene name;Acc:FBgn0052268]
FBgn0034206	CG18469	protein_coding	
FBgn0035513	Cpr64Ad	protein_coding	Cuticular protein 64Ad [Source:FlyBase gene name;Acc:FBgn0035513]
FBgn0027086	Aats-ile	protein_coding	Isoleucyl-tRNA synthetase [Source:FlyBase gene name;Acc:FBgn0027086]
FBgn0040972	CG16978	protein_coding	
FBgn0037239	CG11739	protein_coding	
FBgn0050274	CG30274	protein_coding	
FBgn0038414	CG6901	protein_coding	
FBgn0033990	CG10265	protein_coding	
FBgn0030746	CG9981	protein_coding	
FBgn0250836	CG8628	protein_coding	
FBgn0264342	CG43798	protein_coding	
FBgn0030895	CG7135	protein_coding	
FBgn0030889	CG15373	protein_coding	
FBgn0051735	CG31735	protein_coding	
FBgn0259968	Sfp60F	protein_coding	Seminal fluid protein 60F [Source:FlyBase gene name;Acc:FBgn0259968]
FBgn0263116	5-HT1B	protein_coding	5-hydroxytryptamine (serotonin) receptor 1B [Source:FlyBase gene name;Acc:FBgn0263116]
FBgn0053807	His1:CG33807	protein_coding	His1:CG33807 [Source:FlyBase gene name;Acc:FBgn0053807]
FBgn0052945	CG32945	protein_coding	
FBgn0037853	CG14696	protein_coding	
FBgn0013276	Hsp70Ab	protein_coding	Heat-shock-protein-70Ab [Source:FlyBase gene name;Acc:FBgn0013276]
FBgn0010747	Srp54k	protein_coding	Signal recognition particle protein 54k [Source:FlyBase gene name;Acc:FBgn0010747]
FBgn0085414	dpr12	protein_coding	dpr12 [Source:FlyBase gene name;Acc:FBgn0085414]
FBgn0051693	CG31693	protein_coding	
